"boardgamegeek.com game ID",title,yearpublished,playingtime,minplaytime,maxplaytime,minage,minplayers,maxplayers,categories,mechanics,families,designers,artists,publishers,"numplayervotes (1B 1R 1N 2B 2R 2N ...)","agevotes (2 3 4 5 6 8 10 12 14 16 18 21+)","textuse (no some mod ext max)"
2471,"Zombies!!!",2001,60,60,60,12,2,6,"1020 1046 1024 1047 1064 2481","2072 2676 2040 2011 2035","52","1005 2362","1006 11872","838 2973 536 39 3242","0 4 57 8 33 26 21 48 4 59 21 3 15 36 19 5 24 34 1 2 48","0 0 1 0 0 4 10 18 1 4 0 0","0 12 22 5 0"
21348,"Ticket to Ride: Märklin",2006,60,30,60,8,2,5,"1034 1011 1097","2041 2040 2078 2081 2004","24217 10643 17","9","12519 11886","1027","0 2 54 5 54 22 27 54 4 66 22 1 33 47 4 0 3 43","0 0 0 1 1 8 8 0 1 0 0 0","27 3 0 0 0"
155703,"Evolution",2014,70,50,70,12,2,6,"1089 1002 1084 1036 1120","2040 2020 2686","8374 16886","3245 39262 9247","29142 50670 75342 11872 20351","2164 1001 7496 8832 8820 27654 17748 38","0 1 68 12 59 37 33 71 2 90 23 1 31 60 7 8 46 31 0 1 53","0 0 0 0 0 8 14 9 3 0 0 0","0 4 23 4 0"
823,"Lord of the Rings",2000,60,60,60,12,2,5,"1022 1010 1093","2023 2072 2040 2004 2015","3400 4256 4684 4263","2","29009 11884","3320 267 404 9074 2366 2973 253 17 12553 51 18852 6214 37 5597 28 36 3888 964 42 13","9 57 55 24 110 14 57 84 3 105 41 3 37 72 21 1 3 75","0 0 0 0 2 21 15 12 1 1 0 0","0 16 38 5 1"
1198,"SET",1988,30,30,30,6,2,20,"1002 1028 1037","2060 2004","6485 17407 26829 5666","620","35394 11883","267 8 7162 14813 2378 2366 11 8845 155 6275 6214 9325 11107 34 109","10 27 18 20 38 4 33 26 3 38 20 1 24 29 3 18 29 5 6 26 15 6 24 17 4 15 27 1 4 15 0 3 17 0 3 17 0 2 18 0 1 19 0 1 19 0 0 20 0 0 20 0 0 20 0 0 19 0 0 20 0 0 20","0 0 0 6 12 7 1 0 0 0 0 0","30 0 0 0 0"
40628,"Finca",2009,45,45,45,10,2,4,"1021 1013","2013 2004","7542 10310 27502","11782 314","11883","4304 2366 5657 5530 133 3218 22 3 9234","0 0 72 97 52 3 55 70 6 19 75 29 0 1 68","0 0 0 0 4 33 6 1 0 0 0 0","55 1 0 0 0"
133848,"Euphoria: Build a Better Dystopia",2013,60,60,60,13,2,6,"1016","2072 2040 2004 2015 2082","8374 23293 6485","62640 62641","65633","23202 23043 29087 30213 29194 36119","0 0 56 3 45 34 10 52 9 56 31 2 47 32 3 20 36 14 0 0 37","0 0 0 0 0 1 4 21 2 0 0 0","0 5 22 2 0"
119890,"Agricola: All Creatures Big and Small",2012,30,30,30,13,2,2,"1089 1013","2043 2002 2082","3865 7530 7523 7379 7481 33361","10","11507","267 5657 5530 1391 6275 5812 234 9234 538","0 7 54 93 4 1 0 1 59","0 0 0 1 3 13 15 6 0 0 0 1","3 33 3 0 0"
25292,"Merchants & Marauders",2010,180,180,180,13,2,4,"1022 1008 1090 1011","2001 2046 2072 2007 2015","21622 38413 18319","7627 7614","9983 14057","157 15889 11043 5657 39 7466 4932 538","3 23 100 18 122 48 84 111 5 135 58 23 0 5 93","0 0 0 0 0 0 14 32 13 1 0 0","0 1 6 73 6"
9220,"Saboteur",2004,30,30,30,8,3,10,"1023 1002 1020 1010 1030","2040 2019 2081 2686","21425 28418","1379","12035 1379","8 267 157 7162 6818 485 4819 8845 155 5530 6214 5640 3218 9325 10 25069 7772 3504 32581 22 17473 9234 538 10739","0 1 155 0 0 156 4 26 150 8 73 110 43 136 14 83 104 11 128 66 2 103 65 7 50 94 17 37 95 26 4 6 82","0 0 0 0 15 40 11 1 0 0 0 0","94 3 0 1 0"
143884,"Machi Koro",2012,30,30,30,10,2,4,"1002 1029 1017","2041 2072","9470 10634 41223","68814","69648 37676 12836","26380 28415 25355 8439 18852 6275 26024 5885 37 7992 12446 32395 21847 17786 4932","1 2 112 16 99 54 62 102 5 118 54 10 2 16 75","0 0 0 1 14 35 10 0 0 0 0 0","0 16 35 4 1"
47,"Chinatown",1999,60,60,60,12,3,5,"1029 1021 1026","2004 2002 2008","58 9470 13111 6963","37","12107 11883","9 34 4335 5657 264 4696 538","0 0 70 0 1 72 4 40 46 41 51 3 75 23 3 1 2 48","0 0 0 0 0 3 11 8 2 0 0 0","35 5 1 0 0"
31730,"Chicago Express",2007,60,60,60,12,2,6,"1021 2710 1034 1011","2012 2081 2005","14835 18979 57 18796","9338","11825","47 65 8845 10946","0 0 90 3 27 94 32 99 18 106 45 3 28 83 26 16 29 69 0 1 69","0 0 0 0 1 2 12 16 7 2 0 6","36 3 0 0 0"
167791,"Terraforming Mars",2016,120,90,120,12,1,5,"1021 1084 1088 1016 1086","2041 2040 2002 2015","10169 19298 5666 27646","52075","62819","3475 18575 4785 5380 8291 34801 30677 32591 23756 7466 36563 24844 11652","50 174 39 63 214 31 217 103 5 167 138 13 23 114 133 2 1 154","0 0 0 0 0 2 22 27 12 2 1 0","0 3 15 9 1"
50,"Lost Cities",1999,30,30,30,10,2,2,"1002 1020","2040 2004","21940 24439 78 149","2","27904 26874 22516 22515 11902 11883","267 4304 4335 2366 5657 4617 6214 8291 37 5597 3395 22 19148 3 9235 9234 42 1466","1 4 182 230 16 2 4 5 162","0 0 0 3 12 56 16 1 0 0 0 0","111 0 0 0 0"
926,"Catan: Cities & Knights",1998,90,90,90,12,3,4,"1042 1035 1026","2072 2040 2047 2011 2081 2008","3","11","12036 12382 5442 4959 11825 11 11883 12063","267 4304 7162 496 2366 5657 4617 5530 21640 23382 18852 5020 6214 37 5597 3218 10 22 8313 9234 42 13481","0 0 90 4 11 82 53 59 5 81 32 5 7 9 62","0 0 0 0 0 0 10 22 6 1 0 0","0 10 31 2 0"
929,"The Great Dalmuti",1995,60,60,60,8,4,8,"1002 1035","2040 2009","131 6485 8120","14","26864 19806 14142","8 2366 7365 2962 13","0 0 48 0 0 46 0 4 43 5 22 23 16 40 4 45 18 2 40 23 0 27 26 5 5 10 22","0 0 0 0 0 11 2 1 0 0 0 0","27 0 0 0 0"
432,"6 nimmt!",1994,45,45,45,8,2,10,"1002","2040 2020","5012 7530 6485","7","3 44835 35690 65231 27422 11883","8 267 4304 157 7162 2378 485 4819 562 8845 155 6214 405 5640 8291 3218 9325 10 7772 3395 3504 5320 2891 22 2956 9234 55","0 0 159 4 42 150 14 86 100 64 131 29 143 81 10 136 88 7 76 115 14 53 126 26 19 122 48 23 113 53 0 10 116","0 1 0 2 17 45 3 0 0 0 0 0","86 0 0 0 1"
96848,"Mage Knight Board Game",2011,150,150,150,14,1,4,"1022 1020 1010 1046","2041 2023 2664 2072 2676 2040 2011 2028 2002 2015","18459 25158 33758 5666","789","49771 50792 11961","221 157 5530 5380 5812 3023 39 21053","442 257 19 414 291 7 138 375 125 27 142 407 4 12 452","1 0 0 0 0 0 13 40 90 42 4 3","0 3 26 154 7"
2083,"Checkers",1150,30,30,30,6,2,2,"1009 1116","2676","7559 7760 6507 10144 28519 5597 28678 11572 96 26432 28534 10267 21540 22664 11505 19291 20390 4263 5619 5714","3","51640 6646","171 3320 4922 16355 690 4371 4680 2028 225 1935 5314 27966 507 2401 18726 586 17388 193 783 11947 11320 22186 7762 3082 64 18719 765 1690 2699 13397 4955 2033 200 5622 607 17078 5350 124 22399 1425 384 9938 7206 51 17717 62 4721 897 19013 1758 3789 7438 19238 661 3277 24041 24852 8565 11944 6266 1670 2627 19129 19205 2547 6290 21393 8760 1645 20 6261 2368 2168 5874 304 10852 11187 2924 28 209 486 2188 782 272 22 1087 2256 115 2574 21401 24436 11946 38 359 777 6629 3080 288 30733 3104 21411 36742 6088 2942 4916 3189 1025 1782 254 634 11954 95 21420 23115 329 16793 3245 7506","1 2 55 70 1 0 0 0 56","0 1 4 12 20 5 0 0 0 0 0 0","35 0 0 0 0"
9209,"Ticket to Ride",2004,60,30,60,8,2,5,"1034 1097","2041 2040 2081 2004","14835 17","9","12519 11886","1027 23043 934 6784 34501 2973 15605 5530 18852 3218 11107 7466 33998 9234","1 4 468 62 368 176 184 416 33 475 182 12 241 330 38 5 15 345","0 0 2 4 49 139 26 4 1 0 1 0","175 26 1 0 1"
181304,"Mysterium",2015,42,42,42,10,2,7,"1039 1040 1030","2023 2040 2060","7479 19023 34112","49695 51434","68008 41323 49695 51434","157 6784 531 25970 5657 15605 8820 28415 6214 3218 9051 5787 538","1 0 107 1 38 88 8 66 52 39 93 4 108 35 0 79 50 6 41 63 18 1 0 78","0 0 0 1 5 28 17 2 0 0 0 0","37 0 0 0 0"
13823,"Fairy Tale",2004,30,30,30,10,2,5,"1002 1010","2041 2040 2004 2020","7005 5601 27176","3080","12592 12055 3080","2973 264 3490 9382 3218 6123 3446 4303 2060 538","0 1 67 11 56 45 34 69 10 70 40 1 47 52 8 0 3 54","0 0 0 0 3 5 12 5 1 0 0 0","33 14 0 0 0"
12,"Ra",1999,60,45,60,12,2,5,"1050 1082","2012 2661 2004","58 6471 3867","2","20789 11883","9 34 267 29 2973 8291 9881 3 9234 1901 31987","0 0 177 12 111 116 194 126 6 187 128 3 67 187 39 1 1 136","0 0 0 1 3 20 23 12 3 0 0 0","75 6 0 0 0"
3943,"Munchkin 2: Unnatural Axe",2002,90,90,90,10,3,6,"1002 1042 1010 1046 1079","2041 2072 2040 2686 2015","24","22","6815","3320 12031 6194 2973 15605 18852 6214 39 2962 8911 3242 8266 8313 19 3446 8759","0 0 15 0 3 11 3 10 1 13 2 0 9 5 0 2 9 3 0 2 11","0 0 0 0 0 1 1 4 0 1 0 0","0 0 2 8 4"
72287,"Mr. Jack Pocket",2010,15,15,15,14,2,2,"1023 1039 1040 2710","2011","11971 7510 17446 14759 5132","1727 4337","37911","10562 6015","0 1 26 35 1 0 0 0 24","0 0 0 0 1 11 2 5 2 0 0 0","22 0 0 0 0"
475,"Taj Mahal",2000,100,75,100,12,3,5,"1023 1001","2012 2041 2040 2081 2004","58 9470 9961","2","11883","9 34 29 4696 3 2861","0 0 72 0 8 70 10 57 37 89 28 0 36 53 22 0 0 60","0 0 0 0 0 1 4 9 1 0 0 0","28 0 0 0 0"
27225,"Bananagrams",2006,15,15,15,7,1,8,"1037 1025","2002","44095 5666","9276 33660","46300 46323","6369 37 14078","1 10 27 7 32 8 23 20 0 37 10 0 25 17 1 8 22 6 1 10 21 1 9 20 1 1 30","0 0 1 0 3 8 8 0 1 0 0 0","13 0 0 1 8"
103,"Titan",1980,240,30,240,12,2,6,"1010 1046","2072 2685 2035 2016 2004","91","97 98","11858 11872 34577 98 1158","5 2486 264 5382","1 4 69 53 48 10 28 62 5 51 44 6 12 44 32 20 42 26 0 0 52","0 0 0 0 0 0 4 5 5 2 0 0","15 3 3 0 1"
55670,"Macao",2009,100,50,100,12,2,4,"1017 1008","2001 2041 2072 2040 2007 2081 2004","58 9470 21622 10621 5614","4958","11886 4959","9 34 3 4932","0 3 52 30 69 11 61 42 2 35 51 15 0 0 45","0 0 0 0 0 1 1 10 3 2 0 0","0 0 20 17 0"
25554,"Notre Dame",2007,75,45,75,10,2,5,"1021 1070","2080 2041 2078","58 7520 17520 11006","4958","4959","9 34 5657 3","0 3 102 29 106 43 117 72 2 105 78 2 43 113 12 0 0 83","0 0 0 0 0 2 23 14 1 0 0 0","63 1 0 0 0"
24439,"Ticket to Ride: USA 1910",2006,60,30,60,8,2,5,"1042 1034 1011 1097","2041 2040 2081 2004","14835 17","9","12519 11886","1027 2973 3218 11107 7466","0 0 50 13 37 8 19 40 1 46 19 1 19 40 2 0 1 41","0 0 0 1 5 14 7 0 0 0 0 0","27 1 0 0 0"
12333,"Twilight Struggle",2005,180,120,180,13,2,2,"1069 1001 1019","2080 2018 2072 2040 2020","11966 18581 14835","3876 3877","50825 71 34490 13512 140","52 4 15889 9074 27022 2366 23205 7992 570 8759","7 19 386 552 40 4 5 11 373","1 0 0 0 1 1 7 50 132 67 6 9","1 2 14 230 39"
822,"Carcassonne",2000,45,30,45,8,2,5,"1029 1035 1086","2080 2002","2 11006","398","74 43873 14057 398","133 267 4304 9074 6784 7162 24631 2366 22560 5657 5530 858 18852 5020 6214 8291 3218 3395 7992 3504 23628 32395 22 3 38 8313 9235 9234 131 1511 538","5 35 879 808 530 86 635 688 31 419 781 110 129 623 422 23 173 735","2 0 4 22 116 196 60 13 3 1 0 0","421 6 1 0 1"
118,"Modern Art",1992,45,45,45,10,3,5,"1002 1021","2012 2013 2040","39521","2","16908 96304 104188 11858 13034 37840 99444 99446 99445 99443 35684","21608 23205 24215 22650 133 6214 3218 5400 10 9881 6267 22649 39 7466 8759","0 0 117 0 3 117 12 87 56 107 66 1 125 41 10 0 11 78","0 0 0 0 0 3 15 12 1 0 1 0","52 5 0 0 0"
112,"Condottiere",1995,45,45,45,14,2,6,"1023 1002 1035 1026","2080 2012 2040 2686","22783 11515 3400","79 80","79 7483 20664 12019 12017 35766","3475 41 2973 116 17 4617 5530 264 18852 3218 504 3446","0 0 72 0 14 86 14 52 34 59 41 3 62 38 2 31 49 13 1 3 44","0 0 0 0 0 7 10 11 0 0 0 0","46 2 0 0 0"
2163,"Space Hulk",1989,45,45,45,12,2,4,"1046 1047 1016","2001 2072 2676 2011","3351 4329","153","31506 14937 12370 12430 14763 12236","1869 26 16358 307","0 2 21 36 3 1 1 17 9 1 5 17 0 3 19","0 0 0 0 1 3 4 2 0 0 0 0","3 2 3 0 0"
163602,"XCOM: The Board Game",2015,90,90,90,14,1,4,"1017 1072 1037 1016 1101","2023 2072 2040 2661 2015","5679 41489","1533","","17 23043 2973 4617 15605 5530 264","4 33 47 10 46 28 4 53 22 99 14 5 3 2 41","0 0 0 0 0 0 4 15 6 2 2 0","1 2 6 30 4"
1927,"Munchkin",2001,120,60,120,10,3,6,"1002 1010 1046 1079","2041 2072 2040 2686 2015","24","22","12158 51927 6815 82671 12742 844 93259","3320 23043 3475 157 6194 2366 2973 18788 15605 18852 6214 4466 32395 39 2962 8911 3242 8266 8313 19 3446 8759 26784","0 1 207 2 34 197 34 158 51 181 76 12 104 114 27 38 118 75 16 19 149","0 0 0 0 0 17 32 44 14 3 0 0","0 0 6 93 21"
7805,"Fearsome Floors",2003,60,60,60,10,2,7,"1024 1031","2676 2011","5615","141","11827","58 5657 5530 3 9234 42","0 0 59 11 37 38 19 61 10 44 48 2 48 36 4 20 49 17 14 37 31 0 0 51","0 0 0 0 3 21 14 0 0 0 0 0","50 1 0 0 0"
7854,"YINSH",2003,60,30,60,9,2,2,"1009","2676 2048","26432 10 6485","244","244 12605","137 3490 7466 3 7473","1 1 34 51 2 1 1 2 32","0 0 0 1 1 15 7 1 0 0 0 0","32 0 0 0 0"
